customer_id,annual_income,credit_score,loan_amount,loan_term,age,employment_length_years,debt_to_income,credit_utilization,delinquency_count,inquiry_count,existing_customer,relationship_tenure_months,num_existing_products,default
20,73502.22267041242,666.1436657645487,17176.48011105142,60,52,20,0.2894394288864826,0.4291963523668493,1,0,0,0,0,1
21,69454.12909364219,662.9034357806893,31736.21481563674,60,49,10,0.44453048926826966,0.8647163565913086,0,0,0,0,0,1
22,54572.11366788176,709.2571373529935,21431.332376245187,36,64,10,0.33895481862136334,0.7900869896070503,1,2,1,99,1,0
23,111676.24016022091,679.3911140993816,50000.0,36,68,3,0.40873817567817233,0.36000056968389044,0,1,1,31,3,0
24,70364.11553793594,641.7881491337998,15276.801846866516,36,21,2,0.5175796009226842,0.5760501232079972,0,0,1,54,3,0
25,62150.16533510678,767.3996046530184,23891.31529189429,36,56,6,0.36590588558309567,0.20241615156714357,0,1,1,44,2,0
26,64435.993485353116,642.2519762865426,12058.543374125304,36,39,17,0.1534532309266617,0.4972958338693776,0,1,1,90,2,0
27,90969.27556660047,659.5532545884982,31320.8001065243,36,49,13,0.5070367560579869,0.7967073203741398,0,2,0,0,0,1
28,85963.32193092235,568.5951654856264,25405.123938742858,36,51,3,0.573348399758668,0.39265470441155764,5,0,0,0,0,1
29,87381.97834787966,630.0461886207873,11388.101465856726,60,51,0,0.48042426448052783,0.3184753905955359,1,2,0,0,0,1
30,87924.63009023649,716.1253253437335,17827.151058865722,36,54,5,0.3987787023904954,0.6026350900367425,0,0,1,116,3,0
31,139249.42802611383,702.4421369448402,34718.34773500526,60,35,5,0.27331465358760226,0.3205852798899637,0,0,0,0,0,0
32,62807.54950846153,721.9661893046033,33517.09105372455,60,31,20,0.5227519467754751,0.5863937840533806,1,0,1,12,4,0
33,59632.71812785388,718.568760016197,6856.043607343541,36,56,3,0.131053180504374,0.5335403697625126,0,2,0,0,0,0
34,50586.81815256367,826.1399825406608,16340.303562677942,36,32,16,0.30247309921004445,0.5534346334070998,1,1,0,0,0,0
35,93479.38267726486,627.6498820787162,39213.96756296967,36,64,8,0.14944836090051886,0.2480742061970273,0,1,1,119,2,0
36,108869.16878162675,566.6403379595648,19328.22199305277,60,33,6,0.3393020820423939,0.16266536637770604,1,2,0,0,0,1
37,71581.57627035375,606.4612902749933,22834.225145492586,36,37,4,0.6613157860053844,0.20618389342342058,1,0,0,0,0,1
38,49795.30569112416,630.7443714917886,31269.31916660077,36,40,13,0.303968621771902,0.4847923117004711,0,0,0,0,0,0
39,50265.563529262814,611.7971144368162,7678.38293701578,36,24,14,0.46932568807573743,0.9620270404897155,1,3,0,0,0,1
40,94517.78363474103,686.5562593351398,11603.02502570602,60,24,10,0.06321882188103545,0.5662024391081283,1,1,1,120,3,0
41,97297.62513610328,767.6858433889915,17763.009167833592,60,53,19,0.4494850229457649,0.33650631325813163,2,2,1,80,2,0
42,91294.62804915584,787.776135107894,33046.2361985525,36,21,18,0.09022959729422109,0.5947998296349969,1,2,1,117,2,0
43,55034.70878133917,715.3015951292623,31197.653482522976,60,72,16,0.15089786837725983,0.4826932439918337,1,1,1,107,3,0
44,81964.8396920016,829.8890550817811,28197.663671870978,36,41,11,0.5079624226670151,0.7581606789961204,0,3,0,0,0,1
45,78500.57427422184,655.0538860403507,19608.40051329231,36,30,10,0.2270813988183362,0.27875741863333225,1,1,0,0,0,0
46,81560.65790187039,565.7236670598302,32295.69737679694,36,47,13,0.1600896966636081,0.7173774472139216,0,3,0,0,0,1
47,101142.86333844569,753.7224647521718,19473.547691616895,60,21,12,0.4033640648821072,0.1567590600064101,1,0,1,38,3,0
48,81707.86646324047,551.2983925775657,26779.680123724076,60,38,3,0.7441433246354988,0.9131596968403123,2,2,0,0,0,1
49,95367.40689215684,627.1497884110137,30120.389753946052,36,40,13,0.22181098108254726,0.3986578560586863,0,0,1,92,1,0
50,77027.37208466674,716.4078562695958,37968.20067510646,36,27,5,0.3241481625629388,0.9055509812139737,1,1,0,0,0,0
51,83673.58196069952,672.8332963965853,20436.754154181734,36,34,15,0.21160316995420242,0.42859053014458104,0,2,0,0,0,0
52,93938.64677515622,666.6333065989946,17373.897790535826,36,60,0,0.4141686755350584,0.19169761275008199,0,3,1,9,3,0
53,31285.325404330004,597.3446977025995,33950.75362788366,36,44,1,0.22990427428439447,0.34629032975416757,1,0,1,46,4,0
54,65409.863509280956,679.2438327396665,34718.52578682512,36,47,12,0.1935631859624122,0.31466555644718724,1,0,1,48,4,0
55,60888.820371216134,750.2563742116454,15566.255076096842,36,33,16,0.48857144525799157,0.556066611028164,0,2,0,0,0,0
56,55833.664552699745,681.3977541575214,9949.66268135735,36,26,11,0.11368812920504097,0.8671341391907446,0,1,0,0,0,0
57,66745.73246319949,621.8841884251258,33190.34466166112,36,39,3,0.021574406363591512,0.7670264583153699,2,3,0,0,0,1
58,119848.23933703188,592.6723077581869,4582.726264046256,36,21,6,0.20878166974513251,0.2756411968603134,2,2,0,0,0,1
59,49025.066529202704,623.3283791931095,4071.9857145834812,36,29,9,0.5144768294384517,0.5518196819364479,0,2,0,0,0,0
60,104048.35063774443,707.463362669005,18317.0488519129,36,27,4,0.31427243361167323,0.26627191817626306,2,1,1,31,4,1
61,24513.906851525855,704.0521583651797,21024.397157291543,60,21,20,0.40573691812186924,0.30610518905717954,1,2,0,0,0,0
62,64953.449100426755,623.9645029583032,9400.478337228007,36,50,9,0.6562301472970818,0.827270817686245,2,4,0,0,0,0
63,79882.59195315017,525.2468404612559,22218.643383771796,36,40,18,0.33933879315319776,0.41948514315166946,0,2,1,78,1,1
64,92586.66994077835,709.4008934570516,22664.7008863648,36,35,2,0.34655290948797784,0.42746452555182185,1,0,0,0,0,1
65,96336.79739378564,617.1604820717324,15196.121059457208,36,50,9,0.16000389216604133,0.5010039964211372,0,1,0,0,0,0
66,98800.41705599776,728.2343735310699,40334.64179167857,60,22,17,0.22342415632776041,0.8255273346677141,1,1,0,0,0,0
67,64538.24783254687,627.0723250510575,24297.612100073045,36,26,5,0.5142336015900105,0.18008806326645865,0,0,1,107,2,1
68,61129.446220062986,610.8469682431135,31284.890365217845,36,55,17,0.7297838232432449,0.7374902479056755,0,3,1,22,4,1
69,100739.27643771461,690.7220335081709,5437.870113306773,36,69,15,0.43629632930264417,0.6524010335408319,0,0,1,11,3,0
70,69260.87025355155,845.0389461018458,5351.581875494541,36,50,12,0.3306307472659841,0.29476079272400724,1,1,1,66,1,0
71,36729.41029986234,732.4320993781602,24600.626106489264,60,48,0,0.23612075815423716,0.4678739793190994,0,2,1,11,4,0
72,41001.38357989558,689.5353509444096,38548.576894202735,60,35,18,0.2531797135620519,0.9282357404887727,0,1,0,0,0,1
73,47416.43141995166,705.1196075466678,9900.642210276184,36,35,10,0.2540632125777617,0.6131870004090477,0,0,1,43,2,0
74,89914.82232161293,557.4218896960082,21433.76646501282,36,45,12,0.4394054175717088,0.27335820118436305,0,2,0,0,0,0
75,79272.77208211696,601.4361740473211,7649.037553036822,36,58,14,0.0570263377059451,0.6830530042881938,1,2,1,34,3,0
76,95714.56062203305,504.23497944670027,12813.774007853472,36,47,10,0.1663945744223851,0.1475778111431384,0,2,0,0,0,0
77,62182.42060990397,801.0911726203635,21931.113188082098,36,53,3,0.27522033955514047,0.11785411917151074,1,0,1,60,2,0
78,79756.19073230143,786.9170220409023,15073.88786637238,36,31,12,0.15281402410662445,0.5411889222755424,0,3,0,0,0,0
79,93767.7118190201,707.4972968350437,6944.760968303242,36,49,12,0.14389915810002812,0.7647053577036727,0,0,0,0,0,0
80,65719.60380839284,689.4580572158943,6720.823093854146,36,34,1,0.337678071924593,0.4972184887154014,1,0,0,0,0,0
81,88703.25712672234,571.3886998251694,1139.9190053576058,36,44,4,0.2678601256315373,0.6767716761069991,0,1,1,19,1,1
82,55142.22176800046,664.6490027824516,24765.8380321459,36,49,4,0.17004657025082642,0.4603938065246534,1,1,1,62,2,0
83,64108.384603047845,805.4674314882725,25975.810254311386,60,36,7,0.16522355271497624,0.2527429824450752,1,1,0,0,0,0
84,63547.86318005013,689.1991198737,25925.53436547386,36,30,11,0.3042320462663575,0.8847070846882911,1,3,1,60,1,1
85,39124.81063232881,640.4747473651672,10908.242021347578,60,46,12,0.29442725666098063,0.8938570971406417,1,4,0,0,0,0
86,89609.17442356746,556.935053799747,30059.512905741823,36,40,2,0.3121896636787318,0.4508106322099175,0,1,0,0,0,0
87,60917.92979391829,776.6214009411564,27067.786675108582,36,44,18,0.2169259419258151,0.3044943593946601,0,1,1,82,4,0
88,75374.82356183062,675.094133928064,20072.94406644998,36,50,17,0.19595981642411514,0.5537955029937651,1,0,0,0,0,0
89,89422.39976717727,557.0286302646019,18431.71256740751,36,58,1,0.3902958269663941,0.4322001351453836,0,2,0,0,0,1
90,88395.93528089832,615.301402254992,13508.845309640303,60,50,3,0.18795330885496514,0.5574466547322333,0,1,1,31,2,0
91,94961.55326918358,590.5723387849309,21921.61833928724,60,48,17,0.2091845818478573,0.7909197199991027,0,0,0,0,0,1
92,72045.43546471729,670.777953200162,36172.47805317998,36,36,8,0.6848218993815575,0.8319759214578918,0,1,0,0,0,1
93,62301.050638675384,694.5137278728973,31378.566156165136,36,38,9,0.4769825558024226,0.4009603856143592,0,4,1,63,2,0
94,72608.45367280803,644.7748055005032,17437.89576370922,36,47,10,0.5665455668788496,0.4145623048956833,2,1,1,21,3,0
95,24379.966981259102,734.3932617540818,25386.214617743597,60,38,20,0.154907444333115,0.5828882857253399,0,2,0,0,0,0
96,31586.625827307384,685.5161568330709,8985.69950478242,36,47,3,0.17037880727906765,0.20099870858762936,0,0,1,17,2,0
97,35319.01162936793,754.3618669690491,27300.67177405201,60,32,19,0.19961289336670593,0.8049640201592171,1,0,1,88,3,1
98,45082.595171955545,654.9964145343497,11691.428573346377,36,65,5,0.012273075182071201,0.3765459660398607,0,0,1,15,2,0
99,86993.2268017031,850.0,26902.555612776734,36,44,18,0.13702869258397452,0.923835755750764,0,0,1,41,3,0
100,47835.62833919818,640.4857893568229,49690.72190474402,36,44,10,0.08052196821639059,0.03325182621911694,0,1,1,91,1,0
101,63655.12337881831,616.766900577089,14299.875676728707,60,36,15,0.3386942684152206,0.7118022980304334,1,2,1,101,1,0
102,113976.84893358196,608.1589614932969,49228.03309238031,60,65,2,0.6555509667962275,0.5429356411387584,0,1,0,0,0,1
103,64312.08086815722,665.2341491411986,24906.354877829785,36,27,7,0.27641985670456215,0.5965337995453197,0,2,0,0,0,0
104,97125.4670540126,559.6324736393951,12503.743667380497,36,34,3,0.6474061270216132,0.7406800585217486,0,1,1,69,3,1
105,46991.46959970369,700.6193990679468,12045.438332655849,36,52,12,0.4337864052961014,0.5032104464568198,0,0,0,0,0,0
106,68836.8732639711,546.6287361304635,43649.5560784839,36,45,0,0.12561263602854772,0.8339639784055207,0,3,0,0,0,1
107,46499.338352682564,691.3169646840062,24929.886847030986,60,35,8,0.27380523259419687,0.3431718413009429,1,0,1,97,1,0
108,64829.00772298312,585.4123779132553,14338.471438341614,36,35,10,0.4568574257440932,0.7237051605118561,0,2,0,0,0,1
109,100209.24412372187,653.3094614833935,17965.39388957096,60,39,10,0.2756961774370935,0.5281106669292843,1,1,0,0,0,1
110,23180.387304229538,722.3178279392652,24307.757777089526,36,43,17,0.22828317797570685,0.9430877984611461,0,1,1,11,4,0
111,88032.70930637572,841.2826378713447,19912.793247869675,60,61,12,0.441395297455706,0.8336256578328539,1,3,1,27,4,1
112,82132.06806996834,604.539963545319,23458.991462741695,60,49,17,0.039871604415763665,0.6489357834285511,2,1,0,0,0,0
113,57175.501329096165,669.4777785401526,37736.108966542764,36,54,10,0.37274889112719306,0.7994056968612593,0,2,0,0,0,0
114,31618.26436834636,629.336892765712,8720.293354373238,60,37,7,0.11447157997853387,0.07434152465712397,0,2,1,58,1,0
115,77163.88523141609,619.1090774207444,26446.30327763911,36,48,6,0.26580624010880577,0.34525129521999753,0,0,0,0,0,0
116,59115.21872808593,629.9518669021319,19271.02395317869,60,23,14,0.724149070104861,0.3578242459408073,0,2,1,118,4,0
117,81980.28634064112,737.6846532945857,15009.546539412844,36,44,19,0.39286610031433555,0.45804599807877433,0,1,0,0,0,0
118,75655.56436570329,645.8360895038734,30721.741677899423,36,43,20,0.3211228299550102,0.7895420410645774,1,3,0,0,0,1
119,123053.36673962747,837.4518888789598,5385.743653152902,36,64,4,0.09605336256950103,0.8900990991947951,1,1,0,0,0,0
120,67819.33117580928,709.1185479126314,1000.0,60,61,8,0.368419212087743,0.2767238989558949,0,1,0,0,0,0
121,44295.07522134405,609.2992537178147,22245.330147621502,60,39,13,0.28945917781076613,0.2597820837973617,0,1,0,0,0,0
122,80378.26904868949,654.3306372498446,18618.202601271038,36,32,19,0.8159206446229103,0.34255962256666916,0,1,1,118,4,0
123,81599.90051915296,623.8707106972007,6471.52749520042,60,33,6,0.19049873859253535,0.5209151601205522,0,6,0,0,0,0
124,115775.6272572131,736.00480570627,2894.4750381496633,60,38,16,0.1458918182047831,0.5681026656817749,2,2,1,52,3,0
125,100053.33737743736,565.2854240404323,39306.33377668805,60,58,17,0.12273711468294289,0.06530020431625842,1,2,1,102,3,1
126,85706.13177448529,586.1334033694933,24630.1484795968,36,47,3,0.43135312586863367,0.6074071632453731,0,1,1,90,1,0
127,118899.08673658685,638.5917716875601,20196.4572307178,36,48,6,0.460503535416322,0.26207002059278656,0,2,1,8,3,0
128,39337.108370314476,727.8062755196828,41952.4490895944,36,52,9,0.5491177696863704,0.2900749319337161,1,0,0,0,0,0
129,55807.45401750757,766.3142192375941,30220.62493065567,60,30,17,0.18040687106636427,0.15949807990442086,0,1,0,0,0,0
130,47202.72175783425,776.6379533540991,37692.76770540206,36,33,19,0.5168792721219247,0.8770195317129188,1,0,0,0,0,1
131,63305.70590532696,717.0861063963271,8200.460718834785,60,48,3,0.17225587739244977,0.9173527722693626,2,1,0,0,0,1
132,33699.41557331073,674.1977324549385,7826.074098753155,60,33,3,0.31274570380134137,0.45724002732802005,2,1,1,22,1,0
133,94054.52840443213,735.6238068619795,26170.75235116016,36,24,8,0.11328318684081877,0.73150425053429,1,1,1,60,3,1
134,68333.3190870368,599.8849567797803,24144.99218095789,60,29,1,0.3465800486009192,0.6825779101364443,0,1,1,18,3,0
135,30875.811164920262,550.8739944588641,32496.62035659875,36,55,10,0.29101566391491607,0.7559595857326583,1,1,0,0,0,1
136,44532.627563773756,710.5646304380542,3692.1112468734027,36,38,5,0.8302228365899891,0.4868173075668257,1,2,0,0,0,1
137,84405.41542350585,609.6025107995805,27035.974159716447,36,45,8,0.27503225054619307,0.668458018208546,0,1,1,110,4,0
138,100143.79703683144,675.4285287484164,29892.686334202946,60,30,0,0.11620953987812999,0.8458112298274074,0,0,0,0,0,0
139,134901.9267507536,688.373891111097,29361.72066811387,60,47,4,0.34066374554803264,0.3975235138464847,0,0,0,0,0,0
140,162415.87398021988,697.3683691424808,15933.056187924776,60,39,2,0.2990194345437807,0.7527215314257959,0,3,0,0,0,0
141,87432.28299827989,745.6454076967536,25186.151715960765,36,47,4,0.40248259835902045,0.2335474654081154,0,3,0,0,0,0
142,45313.856399044074,738.2452631804211,12243.429080346472,36,36,8,0.4653361341934475,0.5933934012292634,0,0,1,80,2,0
143,20000.0,693.6500047017383,17070.53918152869,60,48,4,0.1518939171531218,0.7350896382868567,2,1,1,85,4,1
144,83031.34387031508,649.0589303671416,9570.636607020664,60,36,16,0.037674601716687815,0.39794334169307355,0,1,0,0,0,0
145,50611.76714069022,687.5433462073424,12413.342706612479,60,41,9,0.2629936698474306,0.6029593081404844,0,0,0,0,0,0
146,62539.28219460944,638.2652708327555,17590.3767162088,60,39,4,0.5336286003487148,0.529743587908411,1,4,0,0,0,0
147,56637.09602820576,666.2499754595681,15090.63252362128,60,42,13,0.21971139398118178,0.27624886805296167,0,2,0,0,0,1
148,70776.27340750844,850.0,12412.085569443596,36,45,17,0.15505358467425093,0.9565725762251824,0,0,0,0,0,0
149,106979.40692362931,692.7532790618478,7004.029478217793,60,36,10,0.15211176075923408,0.27157877194281416,0,1,1,92,4,0
150,79711.45702336034,711.5171511926284,39610.95788459011,36,41,20,0.5124451457147119,0.6404285305377831,0,1,0,0,0,0
151,70240.95488883935,630.6163545678746,14994.370567757407,60,44,7,0.29038885545408544,0.6962770681781634,1,0,0,0,0,0
152,43930.38741522565,751.4051391500908,23299.655735312295,36,48,9,0.3481044703895356,0.5631459078447056,0,1,0,0,0,0
153,24759.51165886929,733.2190695864397,2410.280437556481,60,41,8,0.32143988452848354,0.4906826624291087,0,0,0,0,0,0
154,60410.76272780007,733.7146788258559,33576.49132909417,36,31,20,0.1842667858716845,0.58419993072778,2,1,1,36,2,0
155,73386.52347545039,695.0423872727424,21671.60650486846,36,43,15,0.1212769247234822,0.5878272804530269,1,2,0,0,0,0
156,128037.8974073965,752.3933067036739,15561.254570748728,36,50,12,0.2094670052483232,0.7010587884779051,0,1,1,96,3,0
157,78908.23564418657,769.0179637644313,15648.589293360517,60,26,7,0.15142891298322592,0.6280398005683485,1,3,1,119,4,1
158,104482.18533069172,699.8169243544506,28694.098577660545,60,26,1,0.23241474193567516,0.5686916956859619,0,1,1,95,3,0
159,60021.13204382544,671.9771348699774,1000.0,60,34,18,0.3840729686132264,0.6225282568446238,1,0,1,67,1,0
160,39451.687007489265,742.6199693080332,11758.066612909237,36,40,2,0.3359598798333124,0.14928830092496534,1,0,0,0,0,1
161,46046.49713302884,616.711228540818,18809.161623988075,36,21,15,0.2694477961900406,0.22604771510433244,0,2,0,0,0,0
162,53243.2180639274,629.7427803569271,18693.889187687342,60,49,10,0.1765746444234638,0.34079389990071957,0,0,0,0,0,1
163,138854.09197305492,676.2689759980569,45053.11963678415,60,40,14,0.15889977405216021,0.6034905534994925,0,1,0,0,0,0
164,50358.399623268415,558.1050052093299,16624.06529551868,60,21,19,0.2214894555991998,0.7097822496468915,1,1,0,0,0,0
165,100154.67611209035,737.9316691494397,29902.26992061654,36,29,4,0.4380239256746798,0.7698854079320029,1,0,0,0,0,0
166,47912.18465738921,612.5960278773923,38116.57186535951,60,38,2,0.3768970423907263,0.5215078489237088,0,2,1,87,3,0
167,102947.19038622733,646.995628494877,26706.140857884297,36,21,7,0.4738353794054197,0.7362042499785684,0,0,0,0,0,1
168,86548.5289831759,665.0704283024161,13261.839287186616,60,54,12,0.16579968623691807,0.7384302054793697,3,1,0,0,0,1
169,70300.86307025728,682.7500775099385,7155.12414013054,36,44,1,0.5819920731679493,0.7971350000520753,1,0,0,0,0,0
170,73777.12421593697,655.9442706503871,27454.202827142046,36,50,17,0.2959146956248186,0.4522107589593189,1,0,1,114,2,0
171,55356.36913711829,675.2840266938756,36450.2522365645,36,30,12,0.5171592439868488,0.1954028153696038,0,1,1,32,2,0
172,88382.16604446241,675.826065732671,25459.630955291203,60,47,20,0.22354620632973304,0.9766605236372053,0,1,0,0,0,0
173,61350.4955897766,648.7078329661011,32334.481539361506,60,34,6,0.34914234720336473,0.8469558447854446,1,1,0,0,0,0
174,38231.82708698256,625.8763879652864,45919.47047738086,60,40,19,0.573124590333497,0.4441786678696575,0,2,0,0,0,1
175,36661.87277041142,755.7031747048921,28373.74284390619,36,46,8,0.29947477081483853,0.09997549757222601,1,1,0,0,0,0
176,80177.63753166358,532.6916008413308,8993.671342060823,60,41,2,0.5507214777121766,0.5805016399376016,0,0,0,0,0,1
177,122372.73769231305,665.5999388693363,20510.607655044547,36,52,17,0.43954614560815025,0.07165284127669838,0,0,1,18,1,0
178,79799.74840720315,647.1770369681049,33702.15193521151,36,44,1,0.13621654913467485,0.824775240933858,1,2,1,52,3,0
179,71440.85021670352,709.315404070854,17512.20209051987,60,36,14,0.033613815051897006,0.13950475563038953,0,3,1,56,1,0
180,83574.78418807629,578.1995042436694,35057.055948129586,36,52,4,0.4123442218915914,0.40038421042825934,0,0,1,103,4,1
181,114180.05225120475,645.0150261129477,19330.631020116085,36,55,14,0.23974679354614062,0.37714864496772904,1,1,1,105,4,0
182,81581.47504091568,672.8348186207171,23343.47420946835,36,43,5,0.275332911851489,0.5963293202018837,1,0,0,0,0,0
183,62672.183074987886,754.9051527259321,16492.589596561505,60,58,1,0.21697569564799518,0.2917484253047961,0,2,0,0,0,0
184,108188.66130179667,703.2529476756797,21595.363403210747,36,39,18,0.11221086289341119,0.2697080346766172,0,2,1,108,1,0
185,87862.6931538484,597.1558252391796,22124.474277695408,36,40,7,0.4898491913381875,0.25849329846334723,0,1,1,117,2,1
186,121072.67975987976,645.8766296895539,3914.5807358328275,36,42,13,0.11823244523740409,0.6858427869187808,0,1,1,37,2,0
187,80497.03311665719,742.0235946862483,15584.067074189246,60,40,0,0.17954635148145764,0.6482885171807989,0,2,0,0,0,0
188,38265.92904838499,595.9457593853853,7667.9191314656,36,38,19,0.24096308479911374,0.5849529846455399,0,2,0,0,0,0
189,33955.22402263005,674.4949012139341,15928.913926116411,36,33,13,0.42117531963309884,0.4840007712686186,0,1,0,0,0,0
190,124527.83796693748,679.3615683231607,12048.362303348003,36,30,8,0.35777672881812006,0.8149457665117351,0,1,0,0,0,0
191,126709.97162349892,652.9951858055465,30118.211762355757,36,43,18,0.22001762072172731,0.779091200698491,1,3,0,0,0,0
192,69614.42360152198,850.0,30233.999370855112,36,56,8,0.43900735472719066,0.4363214149644542,0,3,0,0,0,0
193,63504.38036592037,651.1087978386715,25602.94154333477,60,52,6,0.09209774949988156,0.28051266302466304,0,0,0,0,0,0
194,118843.32876726607,711.4835611557459,7323.507687851654,36,47,5,0.48467452088558305,0.63579817010816,0,0,0,0,0,0
195,41788.629538695364,626.3589215846501,19018.652227864575,36,57,13,0.18102533700248277,0.40396905181224013,0,0,1,90,4,0
196,48158.18943132521,716.9423594399583,6528.076882198749,36,42,9,0.2790646452436191,0.9577759206359991,3,2,0,0,0,1
197,94299.80384067133,740.9551317796355,18527.066140489034,36,30,11,0.12215481974709085,0.5280805234309226,1,2,0,0,0,1
198,63161.846314212315,638.8425174277731,26474.211672292706,60,38,16,0.07533769300323387,0.5973631833963756,2,2,0,0,0,1
199,74846.34399839786,676.1708729347027,29921.043229151044,60,41,13,0.056080749861558435,0.6863995929575197,1,3,0,0,0,1
200,70096.71304426462,617.3304161076388,24728.447798590434,60,36,14,0.2894142226944545,0.4293626632886656,0,1,1,46,3,0
201,85127.236463968,599.8917331565076,32584.715640140414,36,49,12,0.14176140255661082,0.3692828348815593,1,2,0,0,0,0
202,117224.4558394115,752.5756802750144,22597.563869374586,36,53,16,0.2885246794940749,0.9166301906687938,2,1,0,0,0,1
203,77717.54720705237,641.2199337881447,17664.397279897028,36,21,15,0.15546713259073786,0.5763109395206333,0,1,1,92,3,0
204,94318.16379830573,511.04713700443506,28736.605096994117,36,40,17,0.31683404574268237,0.1943339959550714,0,3,1,109,4,0
205,20000.0,803.5749309545536,29064.76100176674,60,21,13,0.3322355931749594,0.8827266575906262,1,0,1,107,1,0
206,73538.44794209646,623.8533273856176,14758.28301676286,36,41,0,0.49124049975777434,0.8952832077187726,1,0,0,0,0,1
207,49703.091891213866,662.7538869376378,23789.82258570069,36,41,19,0.5524838573112426,0.4842917302346927,1,1,0,0,0,0
208,38435.60818729116,794.863455384602,17056.866256633723,60,63,4,0.3720605466443049,0.20869870280345362,0,0,0,0,0,0
209,48655.42899213747,670.0780534068653,1000.0,36,60,15,0.3618917865676627,0.9423148608824347,2,6,0,0,0,1
210,64976.29677897564,668.5664378458696,24401.06492113319,60,53,13,0.11309251352394724,0.7517047500646868,0,2,0,0,0,0
211,102477.0762706804,594.0278868814627,7054.778182094842,36,30,13,0.20258878146896264,0.44664564187269057,0,1,1,26,1,1
212,35208.21846781308,565.5616410260703,23282.242093337605,60,30,9,0.28643728134689855,0.45780997444645133,0,2,0,0,0,1
213,75918.94477783253,668.352961478271,4646.936978387932,60,29,9,0.35048516572586746,0.692826159432125,1,1,0,0,0,0
214,60474.916999992645,705.3966841852426,12803.329229792591,60,60,2,0.09158076144595603,0.40373344150597473,2,1,0,0,0,1
215,65169.807169141175,701.3867785747541,15664.011982643173,36,31,5,0.30724615962826035,0.4257211634656137,0,1,1,11,1,1
216,105082.73475913813,646.3117243671549,32017.24770311346,36,37,1,0.10384506879760862,0.21158647217165844,1,2,1,43,2,0
217,91143.46311011778,681.418045954286,14664.849400140727,36,31,19,0.37687939685029986,0.8862116849578834,1,1,1,43,1,0
218,115121.94322328232,551.3953003270423,9250.290463912928,60,27,19,0.2384608475400537,0.3203686755350507,1,0,0,0,0,1
219,70364.82962250299,712.2116914486835,23643.450819935937,36,46,2,0.23495300727861304,0.8290706471388257,0,0,0,0,0,0
220,54121.721649878906,691.2984091339032,17830.264112661454,36,44,17,0.46824363878982866,0.29681139756047853,1,3,0,0,0,1
221,68284.23549358502,818.1562625928,27905.60560649339,36,21,14,0.3235423940149488,0.27989158568422035,0,0,1,81,1,0
222,82274.90373813665,680.5235752500333,9881.200508354652,60,26,6,0.1391859801368714,0.4132730958787893,0,0,1,37,4,0
223,80297.20075361134,614.0131453497745,22108.538821397786,36,45,3,0.17921429486355647,0.5094626538387055,0,0,0,0,0,0
224,42468.357832999005,676.4493806137826,44695.66796727186,36,41,13,0.3831072410264928,0.6815642956920637,0,2,1,55,4,0
