customer_id,annual_income,credit_score,loan_amount,loan_term,debt_to_income,employment_years,num_delinquencies,credit_utilization,num_accounts,home_ownership,loan_purpose,default
30,66249.18750620169,674.1806531994954,15501.336992898321,60,0.3597140356572912,13,0,0.3232313469922866,6,OWN,credit_card,0
31,56948.80163311809,737.6396229193618,15797.60925135023,36,0.49848229168594316,3,1,0.45272860573696017,2,MORTGAGE,other,0
32,130568.34553526813,746.194339929734,31859.08255429862,36,0.22765794780029855,10,0,0.6600925491707048,5,MORTGAGE,credit_card,1
33,74595.08325786199,715.3055546002887,6880.3845463387825,36,0.0437535169681389,2,0,0.4699775079996338,10,RENT,debt_consolidation,0
34,43268.672131322994,642.1090633526433,24664.69690936306,60,0.12780561335818771,18,0,0.3888074966109557,11,RENT,home_improvement,1
35,99676.34736309567,541.6224901736687,27282.381073058656,60,0.1857239330329534,1,0,0.7865106146180255,11,MORTGAGE,credit_card,1
36,38374.690500869336,645.3349431396686,18578.48826398181,60,0.4325757322686983,12,0,0.42878744926883156,3,MORTGAGE,credit_card,1
37,81265.90785014266,658.6958590262234,28930.678269867727,60,0.4500225718415579,12,0,0.5624952318894081,7,MORTGAGE,debt_consolidation,1
38,20000.0,658.094972296699,21476.518405374503,36,0.1522684514841371,8,1,0.7044568690364937,7,RENT,home_improvement,1
39,35154.41853304709,723.2989449884547,32171.29921156112,60,0.130145446916836,6,0,0.8337598231807376,5,MORTGAGE,other,1
40,80905.8370760737,818.9973487710388,4777.946950741458,36,0.2360560664873513,11,1,0.6180976197268281,10,OWN,other,1
41,97153.99739986232,688.6470441288765,16512.247389931308,60,0.38479154961564965,15,3,0.6049819529692324,12,MORTGAGE,other,1
42,80141.04843569911,664.8287747590476,19281.868571489653,60,0.16085713185985365,17,0,0.05133816533306922,13,OWN,credit_card,1
43,71530.55152835278,661.8544730897136,1000.0,60,0.5778135336138024,15,0,0.2791298244852124,10,RENT,other,0
44,65966.88913232133,688.70693368354,9140.472664214652,60,0.4029584208941628,4,2,0.27859280432811745,7,MORTGAGE,debt_consolidation,1
45,30644.340288977182,622.0194367756121,11864.007456412137,36,0.39374870243988475,11,0,0.5092434802127849,2,RENT,debt_consolidation,1
46,53404.67374815874,688.4138991122238,29482.059948233495,60,0.35143417156981566,0,3,0.523995333034172,5,MORTGAGE,credit_card,1
47,61180.836871206375,711.556863543226,12931.566536853996,36,0.33897114086835395,9,0,0.15429107458674143,12,RENT,home_improvement,0
48,106713.66678656747,694.6780244502141,11819.21012694023,36,0.20465485516633397,8,1,0.7350410300527189,1,RENT,credit_card,1
49,85308.54868705384,712.0279353803347,28174.857806561915,60,0.30680858159197927,17,1,0.7973936685166253,3,MORTGAGE,other,0
50,22108.795339117984,710.3623326543975,3820.893542099455,60,0.2583784048349527,3,1,0.48098667089741,4,RENT,other,0
51,84722.51908184384,555.9672322427489,1000.0,36,0.5963048508731505,0,0,0.7618586835374986,5,MORTGAGE,home_improvement,1
52,63447.5315875105,724.5809110876783,16384.076999306537,60,0.10047911733721308,19,0,0.6396912466315221,1,MORTGAGE,debt_consolidation,1
53,54692.33999082124,633.0289608036283,5522.932319216447,60,0.10843582489166707,12,0,0.21910469820876302,9,OWN,credit_card,1
54,93350.28866522603,603.2912585897229,5903.20705340351,36,0.30387401507062217,4,2,0.08440816637756265,11,MORTGAGE,home_improvement,1
55,105929.98567487852,602.6883720501503,25734.33791687982,60,0.4040087011724146,17,0,0.5229653644460353,11,RENT,home_improvement,1
56,102938.40357348596,710.347912733077,28759.73837912579,60,0.03281059314099268,5,1,0.3263935595396425,10,RENT,credit_card,1
57,49823.47430332084,664.4197550942603,27888.642158521252,60,0.5218849716815328,19,0,0.6020219107811109,14,OWN,home_improvement,1
58,65723.62872446356,562.2621851210213,31087.766603072327,36,0.25127828657966106,4,0,0.4424867848787638,10,OWN,debt_consolidation,1
59,84937.90294210691,713.4626470634598,32411.343200148018,36,0.06391460536972542,11,0,0.2658493301925042,2,MORTGAGE,debt_consolidation,1
60,104266.35381367078,579.227430844082,1000.0,36,0.23259833207918937,11,0,0.7017787860121855,3,RENT,other,0
61,60624.7728646413,689.7874950962747,24504.119599294667,60,0.3836276577189952,12,2,0.4956999577537556,3,RENT,other,1
62,69430.23070008549,696.6949247971138,14703.918004304413,60,0.308627627367382,4,1,0.7180416991346928,12,RENT,credit_card,1
63,41809.950779819155,741.9903957186532,12525.75754009564,36,0.1964543797454755,19,0,0.6218796694511962,10,MORTGAGE,other,1
64,39113.80127757988,804.7179350526796,25604.146322087054,60,0.8116777816457976,16,0,0.7223080378619642,1,OWN,debt_consolidation,1
65,99375.77467182594,584.4726571869621,2697.0452010424815,36,0.05201685897624623,3,1,0.1545046285975989,4,MORTGAGE,other,1
66,115687.2008571247,676.3268300755865,2488.913941276802,36,0.3473801880924345,6,1,0.2411957914062745,5,MORTGAGE,home_improvement,1
67,72839.69635258999,660.6565293469048,26335.727440817172,60,0.20079481996242282,3,0,0.5982706058042199,2,OWN,debt_consolidation,0
68,105105.98693676072,710.3624780172673,24877.86017510898,36,0.21224737695636578,13,0,0.6941806092190327,1,MORTGAGE,debt_consolidation,1
69,85849.08075142902,695.0968139653532,21367.326558715104,60,0.26321217252401613,14,1,0.17181749068262622,12,MORTGAGE,other,1
70,55646.40736184627,655.3217630084366,11200.865952768632,60,0.5693348009123063,18,1,0.2449751911377037,1,OWN,home_improvement,1
71,85841.86816525241,649.1368467972401,27438.296345821243,60,0.45173508525383355,16,0,0.5963895071031963,6,RENT,credit_card,1
72,121141.09699397907,601.8484401371167,26803.02892060476,36,0.5612101145788081,17,1,0.32182687666205134,6,RENT,other,1
73,73925.21882670146,749.1503107684556,20853.045150474543,60,0.16674061349163313,0,2,0.6968510211101469,6,RENT,other,1
74,121939.30967442019,712.1442927119671,8226.789587302286,60,0.11824070826431124,8,0,0.6835375844270725,10,OWN,home_improvement,1
75,20000.0,744.2437738456596,15747.516542704932,60,0.29126739159307474,15,1,0.8509196455176748,14,RENT,home_improvement,1
76,99657.07513125672,658.2722704467141,28378.336775244425,60,0.04060363151561025,19,0,0.3153776076718327,6,MORTGAGE,debt_consolidation,1
77,77611.41204714513,634.0215171913899,33271.91222801787,36,0.7187938077189465,5,0,0.2797169899506866,7,RENT,debt_consolidation,1
78,66029.77948602398,604.5179453359541,16734.633966236717,36,0.21672178591294053,16,0,0.4391675518434114,8,MORTGAGE,home_improvement,1
79,77752.82329606506,705.1242308618462,17503.270321917378,60,0.17675606505226044,13,1,0.5132540159599102,9,RENT,debt_consolidation,1
80,20000.0,607.2144742830236,18383.10891974939,60,0.15403985384421368,17,2,0.6339910017921244,10,MORTGAGE,debt_consolidation,1
81,68409.84336487464,809.4064148276585,22748.930089109723,36,0.19608461270655192,3,1,0.5658621597821422,9,OWN,home_improvement,0
82,85713.3771453524,588.4650193234592,14189.326999399762,60,0.022678604820056857,5,0,0.3841490874734044,14,MORTGAGE,debt_consolidation,0
83,119336.82134224547,699.1562083448752,1000.0,60,0.1710840818623485,18,1,0.5406334510017847,5,MORTGAGE,credit_card,1
84,59451.89345179058,789.679829504965,31927.690016470966,36,0.5894380514037139,11,0,0.28202639932857504,12,MORTGAGE,debt_consolidation,1
85,50745.19191320437,721.9362831484666,37946.889471625494,36,0.16786216190352896,14,1,0.35183583437378285,2,OWN,home_improvement,1
86,59947.2886924639,692.2971598744246,13876.001403942875,60,0.5398516290550212,4,2,0.757561624070504,12,MORTGAGE,other,1
87,102462.06353106222,612.2061447126673,9333.46631081226,36,0.0034819438087773965,15,0,0.5749640617200034,2,RENT,home_improvement,1
88,84862.53328979053,583.2761568002608,18628.994776097778,36,0.28239617422954066,9,0,0.35404967007337695,9,OWN,home_improvement,1
89,59107.19388698884,733.903507624231,18124.961162712272,60,0.41098767313787,12,1,0.3873004529349268,6,RENT,credit_card,0
90,90398.02299340068,785.4303068542463,29955.185771629596,60,0.410866867294548,9,0,0.7150735210735266,13,RENT,other,0
91,77912.32648044122,649.280500666528,20546.394416450377,36,0.4640374741879331,4,0,0.7629401925402489,9,MORTGAGE,credit_card,1
92,104059.34971598667,600.2656944668554,12073.771696288168,60,0.06434959016401297,16,0,0.4240216703450331,6,RENT,debt_consolidation,1
93,53938.40718367943,507.9281398615687,6815.90549441951,60,0.05132356497517302,18,1,0.7990612562200639,5,RENT,other,1
94,65170.135602066955,611.3464609436223,28656.341848196735,36,0.4554118708870032,19,0,0.39025786539120066,9,OWN,debt_consolidation,1
95,63236.75540603527,672.0440210250672,25995.112411642498,60,0.22423161334103503,16,0,0.22313611401646907,12,OWN,credit_card,1
96,31094.551556036444,791.9386268585714,30605.59878091819,36,0.08778593536607945,0,0,0.3643080325359267,10,RENT,credit_card,1
97,83883.60831193728,727.1193584563077,10318.132492789062,36,0.3716839001742772,19,0,0.495053374954577,2,RENT,other,1
98,82831.65816539669,701.3559783294727,38384.368995283294,60,0.05658143873884799,19,0,0.591480600674217,8,OWN,other,0
99,75153.40369927383,651.9916237089209,2563.0549294276316,36,0.1300443239652258,6,1,0.33929716737322774,13,MORTGAGE,credit_card,1
100,67962.3859987456,639.178399792083,27096.010214014797,60,0.268457381234389,5,1,0.33490498156268067,8,RENT,debt_consolidation,1
101,32538.877738487572,778.3953318255575,1000.0,60,0.11924980927911732,0,0,0.6287911267924323,8,RENT,credit_card,0
102,62380.64031703923,694.0516978530873,12096.686183015323,60,0.16514403230929786,10,0,0.2641708957576221,4,OWN,credit_card,0
103,64718.56450419691,532.8179515655285,35610.22930447959,60,0.5232564023323546,16,1,0.11979755303520272,11,MORTGAGE,credit_card,1
104,50931.68192335143,632.852224647193,28313.642544759896,36,0.29092617914437696,13,2,0.4737586495559855,7,RENT,credit_card,1
105,70161.42865001972,619.9248777759861,14537.795845128181,60,0.17967903345706676,11,0,0.3029024391330534,3,MORTGAGE,credit_card,1
106,87121.52570443615,641.7615193575774,14811.629571783118,36,0.25220637624871567,17,0,0.5350044415294973,11,MORTGAGE,other,1
107,131585.5770363159,719.403746219956,21006.22110835442,60,0.2507512128158874,18,1,0.8598693904809341,3,OWN,debt_consolidation,0
108,80237.33438495517,672.4788582744026,25141.409907607227,60,0.3794266230321108,17,1,0.2226918909076245,1,OWN,credit_card,1
109,82726.51172168294,674.6194215097437,32515.793826826965,36,0.4250003295566074,16,1,0.7578227489318926,8,OWN,debt_consolidation,1
110,72766.62252701499,771.9431212927666,15437.659953915056,36,0.2622375198779323,1,0,0.5597188998726813,5,MORTGAGE,credit_card,1
111,20000.0,631.2477237149318,3882.149365127985,60,0.1930134427797887,15,0,0.8171083025367507,2,OWN,debt_consolidation,0
112,74204.58373652349,810.4939668121144,21569.6862704876,36,0.19614460191425964,16,0,0.40497629918081046,5,MORTGAGE,credit_card,0
113,76806.9062982308,633.008468604024,15425.691624916053,36,0.43435144439207357,9,0,0.34299598867309083,3,RENT,home_improvement,0
114,148897.2633745586,686.24387376288,6993.662952515528,36,0.6022697231572884,6,0,0.8021713544999356,3,MORTGAGE,credit_card,1
115,69229.17105656632,660.3157483218063,22976.689153127943,60,0.22075615882081112,4,1,0.68227321223751,12,OWN,home_improvement,1
116,84046.42027000837,688.6393393450672,17868.86245907211,60,0.35898380574969424,7,1,0.9108267015675796,5,MORTGAGE,other,1
117,73958.6469088427,711.121439655119,23065.122064697942,60,0.299452366640149,11,0,0.15459404872761426,4,MORTGAGE,home_improvement,1
118,39939.65887141404,710.3684668062214,11055.557998128195,36,0.07116526115795024,2,1,0.8109722255757007,12,MORTGAGE,debt_consolidation,0
119,109284.68443545062,627.2817868565594,24867.105303254986,60,0.20229713346074443,0,1,0.34220912200653175,7,RENT,home_improvement,1
120,97557.99098060322,601.39597257867,6829.018032450216,60,0.3474161928870978,3,1,0.6216615005360394,10,RENT,home_improvement,1
121,98730.95841129142,850.0,11722.68610303417,36,0.20115906970266617,10,0,0.6455132640958925,4,RENT,debt_consolidation,1
122,47718.37635615783,646.1210962279613,17570.857689127224,60,0.04172642972224687,4,0,0.5982827167844551,11,OWN,other,0
123,117083.82932808297,728.9448707070391,37418.184149597146,60,0.33245971300037624,7,1,0.5070364749010743,3,RENT,other,1
124,32944.468116231576,567.4651082633762,27848.25368548494,60,0.2291460200631526,1,1,0.4708356168626576,1,MORTGAGE,other,1
125,92605.7128140081,660.4271096066726,30771.925042677896,36,0.04329801046772866,5,0,0.7589580742330289,11,OWN,other,1
126,140713.66877429935,671.096043121229,34170.77033343144,36,0.09211799464257182,3,1,0.8879402252223263,13,OWN,home_improvement,1
127,45283.91024607935,713.0970548949483,50000.0,60,0.33831283103792503,18,1,0.8368526399082066,13,RENT,home_improvement,1
128,58011.068111916844,489.42821013056425,20415.890675584338,60,0.12226196802531406,10,1,0.6645897376385402,8,MORTGAGE,home_improvement,0
129,77989.54095262924,691.6298429154831,34204.00923129856,36,0.2081397798902657,8,0,0.20310355016545772,3,MORTGAGE,credit_card,0
130,59895.730376514024,599.5180981242474,30126.35254401941,36,0.211647508840728,4,0,0.6583290802729439,5,RENT,home_improvement,1
131,28480.097068016017,702.7041997836446,29960.325033075256,36,0.15385700294989216,17,2,0.242705937354844,3,RENT,debt_consolidation,1
132,77056.88924418081,607.4569562213286,37742.39618040181,60,0.3025438289130699,2,2,0.026837880641062038,10,RENT,other,0
133,43130.888588216854,620.1162112852093,15806.869690155236,60,0.10745394268696261,7,0,0.7031953972713164,5,MORTGAGE,credit_card,0
134,89207.77291905545,660.8460672724713,15013.149760636206,36,0.1999039309446262,5,1,0.45160404674684834,9,RENT,home_improvement,1
135,47417.272972985906,606.3369371277763,23197.655134818615,36,0.3834946516143042,7,0,0.4549186296381457,1,OWN,credit_card,1
136,121498.03215052618,646.7125887285251,18173.00228078113,60,0.23420987087397196,16,0,0.5400627410720015,10,MORTGAGE,credit_card,0
137,51502.40122991289,596.4636962019679,23185.00852998173,36,0.21273474779143647,1,0,0.3255241311197512,9,OWN,other,1
138,65338.15451382974,551.6780683810891,35627.48785053012,60,0.37712539484225394,4,0,0.4102854918152715,12,OWN,debt_consolidation,1
139,99405.51652109009,751.2569936700552,15218.532772937215,36,0.45650933093094764,13,0,0.5511300541341315,11,RENT,other,1
140,38074.07050698134,589.276591502325,16953.210374062695,60,0.2933811395220066,0,1,0.707473137314527,12,OWN,credit_card,1
141,81823.79803812389,667.4923378674412,21743.11003526577,36,0.0918221139173057,19,2,0.40006870429603614,4,RENT,credit_card,1
142,114214.28262847284,732.7023757045649,17716.81573974831,60,0.26314478568856114,7,0,0.4129836470785125,4,RENT,debt_consolidation,0
143,26775.502963163177,636.953912823877,1000.0,36,0.41112076456647817,11,1,0.7322443393479066,2,MORTGAGE,home_improvement,1
144,80539.01575596913,622.2383870178123,14198.723573010604,60,0.25941407522433846,16,0,0.6618544770672177,8,MORTGAGE,debt_consolidation,1
145,82796.4838274527,695.8366662067195,26873.732422375044,60,0.0984132062793569,1,0,0.2825029900349728,3,RENT,home_improvement,0
146,98454.68615331932,758.2553675909006,34375.46750932647,60,0.2098676511393413,2,0,0.485522029988764,11,MORTGAGE,other,1
147,37891.47867365754,598.1479314439472,8453.814324622732,36,0.3720489555621803,6,0,0.7428646777913053,14,RENT,credit_card,1
148,35386.30160747171,669.4896517587792,8407.17600769157,60,0.16843866561693777,1,0,0.5212796558833442,2,OWN,home_improvement,1
149,90658.24696850692,558.7253783522871,20302.338027173355,60,0.0679431112537904,18,1,0.3777791237903183,6,OWN,credit_card,1
150,83909.54019699559,652.4759297422466,1000.0,60,0.2856743000856313,19,0,0.6100932094450098,1,OWN,debt_consolidation,1
151,82514.7855103763,682.3943279176652,15550.297970128726,36,0.39016081101886496,10,2,0.6920821444662858,10,MORTGAGE,other,1
152,85393.44628490927,620.1762750771454,2639.579404486067,36,0.5463242672979419,10,0,0.6774138339413021,1,RENT,debt_consolidation,0
153,54599.25835264528,648.0105716322338,33690.61299842465,36,0.14696966964481525,15,1,0.37229653166558324,4,MORTGAGE,home_improvement,0
154,81967.6109148301,581.4241262184785,12306.688456495955,60,0.556489847176165,13,0,0.8304999299499175,2,RENT,credit_card,1
155,83792.17419896043,685.3955027967046,36528.34186339028,36,0.4088038166557782,5,0,0.684209713254515,2,MORTGAGE,debt_consolidation,1
156,53569.45745920896,753.8985974218205,31135.21353458339,60,0.22520348328779322,1,0,0.31735364768000246,3,RENT,debt_consolidation,0
157,130973.2353343427,603.1999291160676,13536.827023025831,36,0.08886704664925354,9,0,0.5842936642510671,13,RENT,debt_consolidation,0
158,89214.98762735362,636.4129763413332,9280.403631539224,36,0.1430202170377498,6,1,0.5765944070142263,13,RENT,home_improvement,0
159,39260.89508392054,715.1782372517928,18064.542508324113,36,0.3886158376919763,19,0,0.30462466391521975,6,MORTGAGE,credit_card,1
160,94696.60825901489,764.8463503525916,18953.53375741797,60,0.3630432070421896,5,0,0.6031432884820003,1,RENT,debt_consolidation,1
161,45759.54989318036,575.4767131453748,23461.469439524015,60,0.2741730361995343,8,2,0.5665394141014873,14,RENT,other,1
162,98612.53811227356,668.1850683808835,12234.56710469821,36,0.2494698157329954,0,1,0.43383014987083474,10,RENT,debt_consolidation,1
163,109757.86737022211,699.8191575623667,27463.94873522203,36,0.1214492700599436,3,0,0.17426746320658565,12,MORTGAGE,home_improvement,0
164,50379.530449448685,672.8560526559806,22653.280549998995,60,0.47800046664250234,0,0,0.14078119141871778,10,MORTGAGE,home_improvement,1
165,103901.28387732965,506.62455531860394,16596.04843284136,60,0.37709794942133884,7,1,0.4444998233071292,2,MORTGAGE,other,1
166,87383.42780809494,715.076300651614,12879.59344581977,60,0.10943919858396366,7,0,0.2359818302998702,3,RENT,credit_card,1
167,99661.8047998347,786.353544576345,18151.15016901314,60,0.4597217817939162,8,0,0.08140805114901294,12,RENT,credit_card,1
168,131903.78947961843,688.1663225818652,11830.987481724307,36,0.15794692466623023,11,0,0.687216835686832,8,RENT,other,0
169,67638.35651991388,607.8225762694016,20584.386948835876,36,0.07061150990214324,16,0,0.9070002992611346,4,RENT,credit_card,1
170,52387.91506927532,644.0810927545002,20854.3868521991,36,0.40392978294520615,11,0,0.2121237637921904,5,MORTGAGE,debt_consolidation,1
171,48314.5671112343,803.8939147358915,22617.072834763392,60,0.28913689664994374,10,1,0.27926767403931424,4,OWN,home_improvement,0
172,50525.69145103685,743.6973778602392,37662.42409671854,60,0.06870784502587386,15,2,0.2508100279116266,13,OWN,credit_card,1
173,72686.94871757687,724.8018632869031,18675.552803004277,36,0.02249173530105991,1,2,0.5274593013596417,4,RENT,debt_consolidation,1
174,85234.55924449931,704.9488808474064,30045.978671244826,36,0.2056158561395729,14,1,0.6407231912606313,2,MORTGAGE,debt_consolidation,1
175,83300.72397990058,633.720402146632,22295.873969757016,36,0.25929763435422987,5,1,0.5404154389241289,9,OWN,debt_consolidation,1
176,99815.49747108071,665.9600173540962,17617.55698101546,36,0.2590113697902933,10,1,0.6695501410885197,12,OWN,credit_card,1
177,75390.05675633722,674.5454085025038,18808.40730048766,36,0.26002130324679384,4,2,0.4744224497929906,5,RENT,other,1
178,118606.0223147195,718.470202124511,19411.735908319497,60,0.7097885742202279,13,1,0.7384269795891159,14,RENT,other,1
179,67060.29500286131,785.6243225986832,22797.677077282162,36,0.20807917557790861,15,1,0.8393346956138298,6,OWN,debt_consolidation,1
180,156605.07499768859,758.283669575519,10406.7923478103,60,0.10135926997789589,2,0,0.18279773473560088,7,RENT,debt_consolidation,1
181,93770.02043295019,580.6430950942772,5346.596165550331,60,0.10692566064054385,2,1,0.5115350889189219,14,MORTGAGE,other,1
182,49285.273307511525,695.6796478230734,26542.973934742753,60,0.4809264672965802,14,0,0.6240658238214724,7,OWN,other,1
183,42873.22505816663,731.5734341617527,28981.238325812592,36,0.15506743887553118,8,0,0.6294688938497455,8,MORTGAGE,home_improvement,1
184,89474.17245729556,723.3202231101245,27456.35832802803,60,0.22535676532705207,16,0,0.5756154266492032,7,RENT,other,1
185,68296.11644022448,635.9536365628807,21549.720185564725,36,0.3482228698392738,3,1,0.638312897036561,8,RENT,home_improvement,1
186,96420.01482276275,850.0,27672.24627453289,36,0.6341852407423658,6,1,0.4449677098050706,9,MORTGAGE,debt_consolidation,1
187,89197.12873720634,590.6040806368217,27134.290260171423,60,0.5673668453737043,11,1,0.6620283206180166,14,RENT,credit_card,1
188,72815.13262029382,604.1768087333764,27876.293589549547,36,0.036495119979178564,15,0,0.7015241332461866,4,RENT,debt_consolidation,1
189,49596.18845794785,696.3516556883103,11404.591786578865,60,0.43118080960405625,0,0,0.09063216238847067,1,MORTGAGE,other,1
190,29554.583259424064,828.1762138474697,9030.48202845369,36,0.10099304263907911,4,0,0.6196233226798329,1,MORTGAGE,other,0
191,61604.55143798937,621.4663604507081,16114.307532477293,36,0.14883632567315783,5,1,0.8417701795364186,7,MORTGAGE,other,1
192,100691.96382970417,661.3920144047105,19826.158904573447,60,0.1528850649116762,14,0,0.25496689434784114,3,MORTGAGE,home_improvement,0
193,81422.81232390612,755.4105571110985,17580.788728677104,60,0.3349094885394693,16,0,0.3699872094448645,4,RENT,other,0
194,37627.83663864036,678.7496491578587,1233.0966866212439,36,0.20309542888759846,15,0,0.5044398727066018,11,MORTGAGE,home_improvement,1
195,80195.42777553546,656.5777301828793,37216.926121351426,60,0.4211330680725534,14,2,0.15924177926688698,13,RENT,home_improvement,1
196,86559.5213918651,719.5943031320704,17259.540111142644,60,0.05201584139189845,19,0,0.25505931935830983,8,RENT,debt_consolidation,0
197,48484.27691396601,699.0762593160715,21727.044165769537,36,0.1728318215098057,11,1,0.733354215678119,11,OWN,home_improvement,1
198,79611.75317836583,752.1307149945754,32445.48990763059,60,0.4705795641276414,10,0,0.3647934126074499,11,OWN,home_improvement,1
199,76746.26155338,770.4028222345754,1000.0,60,0.11182621344362483,3,0,0.5835854034308751,8,OWN,other,1
200,40710.891065081305,701.4902142003754,14883.06128088288,36,0.1975549448684458,12,1,0.9682731245542516,8,MORTGAGE,credit_card,1
201,85733.6208104485,700.4212907764817,16128.827264201955,60,0.3746436804848817,10,1,0.9031963458742537,10,MORTGAGE,debt_consolidation,0
202,91823.53579104703,694.9877687600293,16636.899545493554,36,0.23955325298612337,18,0,0.41825915983308,12,OWN,home_improvement,1
203,107491.53729525831,714.2391389654501,18265.134092860473,60,0.5283085744073998,8,0,0.17613913610610507,14,OWN,home_improvement,1
204,106614.06156104708,683.8619446510024,34471.34798444845,36,0.02470458935398883,9,2,0.21546927868751192,10,OWN,debt_consolidation,1
205,33669.918961287265,679.9574062374397,26734.588757272224,60,0.44072393324845005,0,0,0.6363612206903025,5,RENT,other,1
206,46865.24880254632,763.763898457907,29580.352686288294,36,0.3673398175639165,0,0,0.5943571481245176,7,MORTGAGE,other,0
207,90451.05801625979,786.128132624853,20471.202718109238,36,0.29117270134230117,13,0,0.2226927741358367,6,MORTGAGE,other,0
208,90413.57852736626,574.4712938756605,6006.269538544988,36,0.009744181616530312,15,1,0.22422769139981621,9,MORTGAGE,home_improvement,1
209,90451.43058918143,680.7014806218399,1000.0,60,0.24779644368978954,9,2,0.9236055316707229,14,RENT,home_improvement,1
210,190581.94471964164,631.7913896588336,4705.922767683691,36,0.43808840053785264,19,0,0.42289200667408333,5,MORTGAGE,home_improvement,1
211,92126.71532079502,658.231997345975,23597.657041660197,36,0.22537546782468496,0,0,0.12876530246164164,11,MORTGAGE,credit_card,0
212,109066.96920541796,708.1761346814725,20317.69712697635,60,0.17198935143761274,12,0,0.3815299827709359,12,RENT,debt_consolidation,0
213,103620.05290479607,726.8606860079728,17898.363524439927,36,0.2320668858156487,6,1,0.7056191965866948,2,MORTGAGE,home_improvement,1
214,94541.73753917395,672.1511489472059,16314.230932598633,36,0.19472762659804158,19,0,0.00804932874823639,3,RENT,debt_consolidation,0
