customer_id,annual_income,credit_score,loan_amount,loan_term,age,employment_length_years,debt_to_income,credit_utilization,delinquency_count,inquiry_count,existing_customer,relationship_tenure_months,num_existing_products,default,income_per_month,loan_to_income_ratio,estimated_monthly_payment,payment_to_income_ratio,risk_score_band,review_flag,offer_name,offered_interest_rate,response_probability,accepted_offer,base_p_default,adjusted_p_default,p_accept,expected_revenue,expected_loss,expected_value,selection_reason,policy_segment,final_decision,decision_reason
11,101381.93924588486,740.6065050452943,27530.301599246617,60,36,12,0.4524616401409746,0.4189070662424114,0,4,1,55,3,0,8448.494937157071,0.2715503550608255,791.9907755812677,0.0937434160023335,excellent,1,high_apr,0.24,0.101,0,0.2021859859814813,0.2286218399820647,0.101,256.1457079944234,286.0635820027388,128.0728539972117,selected_positive_ev,high_risk,manual_review,review_flag_triggered
12,98333.75806286844,666.4724995217716,7222.575743456062,36,37,3,0.4924638410863604,0.5915011610367806,1,2,0,0,0,0,8194.47983857237,0.0734496055643978,239.89286838993348,0.0292749354548967,fair,1,no_offer,0.12,0.1069,1,0.5957866871151412,0.5500054209788653,0.1069,0.0,191.0949868521968,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
13,76980.92092683648,708.0276080032007,18818.45511755692,60,25,1,0.4319776664487291,0.9317844701377336,0,1,0,0,0,1,6415.07674390304,0.244456092376418,418.6061403731668,0.0652534890881486,good,1,no_offer,0.12,0.1218,0,0.5177851589662952,0.4809985312383323,0.1218,0.0,496.120896582938,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
14,108817.236209041,732.1644884341985,46810.72127379904,36,39,12,0.3038944684926736,0.7108550776488093,0,0,1,33,1,1,9068.103017420084,0.4301774507803538,1692.319710811948,0.1866233441960606,good,0,mid_apr,0.18,0.1082,0,0.2288279213162525,0.2454837573652677,0.1082,124.25418446654386,559.5100211798388,62.12709223327193,selected_positive_ev,high_risk,decline,risk_cap_exceeded
15,89025.28026756136,623.0295755903777,24595.60838370096,60,24,4,0.2501651463078009,0.2878113142004599,1,0,0,0,0,0,7418.773355630114,0.2762766745524835,547.1157239695673,0.0737474643945839,fair,1,no_offer,0.12,0.0982,0,0.3444475289037572,0.3097843950024032,0.0982,0.0,336.6984429418204,0.0,all_low_acceptance,high_risk,decline,low_acceptance_probability
16,49221.22611350285,630.5206137465491,27422.492039950044,36,60,0,0.4391171917568024,0.7713134734566947,0,3,1,50,1,1,4101.768842791905,0.5571273656645076,910.8191464553456,0.2220552110911578,fair,0,no_offer,0.12,0.0886,0,0.5619339314425106,0.5643477342153,0.0886,0.0,617.0209932089095,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
17,86062.52352247496,693.2808325439046,9389.647281336716,36,63,0,0.1767049720319683,0.389581059225857,0,1,0,0,0,0,7171.876960206247,0.1091026255902842,368.3826477339993,0.0513648867272313,good,0,high_apr,0.24,0.1187,0,0.2261842047575922,0.2420254264394001,0.1187,95.95009991050028,121.38737088696,47.97504995525014,selected_positive_ev,high_risk,decline,risk_cap_exceeded
18,46233.52197513003,743.2862271925604,7726.983438275556,36,36,7,0.1355382632405788,0.6188909766753465,0,2,0,0,0,0,3852.793497927503,0.1671294573289253,303.1516022594922,0.078683584350908,excellent,0,high_apr,0.24,0.1238,0,0.2055968238877089,0.2282677199754358,0.1238,88.27464530440123,98.26246187900897,44.137322652200616,selected_positive_ev,high_risk,decline,risk_cap_exceeded
19,101353.50903921816,598.3830151549411,27958.22037038051,36,29,5,0.0252013153449146,0.6724790370700451,0,0,1,68,1,0,8446.12575326818,0.2758485683932896,1010.7566413103284,0.1196710386178599,fair,1,mid_apr,0.18,0.1242,0,0.2669273721419666,0.2668451317964316,0.1242,51.80729762655746,416.96818332361255,25.90364881327873,selected_positive_ev,high_risk,manual_review,review_flag_triggered
20,73502.22267041242,666.1436657645487,17176.48011105142,60,52,20,0.2894394288864826,0.4291963523668493,1,0,0,0,0,1,6125.185222534368,0.2336865401722328,382.0813132410389,0.0623787362009878,fair,1,no_offer,0.12,0.1123,0,0.2971580675317197,0.2596527515819666,0.1123,0.0,225.38207353935147,0.0,mixed_constraints,high_risk,decline,risk_cap_exceeded
21,69454.12909364219,662.9034357806893,31736.21481563674,60,49,10,0.4445304892682696,0.8647163565913086,0,0,0,0,0,1,5787.844091136849,0.4569377692777798,705.9545701832357,0.1219719396281457,fair,1,no_offer,0.12,0.0786,0,0.5156346102220198,0.4930275951290562,0.0786,0.0,553.4283653943872,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
22,54572.11366788176,709.2571373529935,21431.332376245187,36,64,10,0.3389548186213633,0.7900869896070503,1,2,1,99,1,0,4547.676138990147,0.3927158201399447,711.8269132467955,0.1565254189908821,good,1,no_offer,0.12,0.1181,0,0.4616009170994931,0.4476322718472136,0.1181,0.0,509.8389046354852,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
23,111676.24016022091,679.3911140993816,50000.0,36,68,3,0.4087381756781723,0.3600005696838904,0,1,1,31,3,0,9306.353346685077,0.4477228095055647,1660.7154906425585,0.1784496492447985,good,0,no_offer,0.12,0.1372,1,0.2583137720512017,0.2498261843624014,0.1372,0.0,771.213431126733,0.0,mixed_constraints,high_risk,decline,risk_cap_exceeded
24,70364.11553793594,641.7881491337998,15276.801846866516,36,21,2,0.5175796009226842,0.5760501232079972,0,0,1,54,3,0,5863.676294827995,0.2171106924297671,507.40842949136135,0.0865341816110112,fair,1,no_offer,0.12,0.1469,1,0.4116711102403307,0.3802046556430835,0.1469,0.0,383.95841091850247,0.0,all_negative_value,high_risk,decline,risk_cap_exceeded
25,62150.16533510678,767.3996046530184,23891.31529189429,36,56,6,0.3659058855830956,0.2024161515671435,0,1,1,44,2,0,5179.180444592232,0.3844127390923348,863.7282803058649,0.1667692966830196,excellent,0,mid_apr,0.18,0.1385,0,0.1205722933101409,0.1322646174808958,0.1385,249.7623835265109,196.94548414368265,124.88119176325544,selected_positive_ev,medium_risk,approve_mid_apr,approved_profitable_balanced
26,64435.99348535312,642.2519762865426,12058.543374125304,36,39,17,0.1534532309266617,0.4972958338693776,0,1,1,90,2,0,5369.666123779427,0.1871398689100553,473.09105474121327,0.0881043706903931,fair,0,high_apr,0.24,0.1505,0,0.1811701025047443,0.2061961951773426,0.1505,185.49491686446157,168.39318480768085,92.74745843223076,selected_positive_ev,high_risk,approve_high_apr,approved_high_margin
27,90969.27556660048,659.5532545884982,31320.8001065243,36,49,13,0.5070367560579869,0.7967073203741398,0,2,0,0,0,1,7580.772963883373,0.3443008632431001,1040.29875832448,0.1372285864704674,fair,1,no_offer,0.12,0.0669,0,0.5406759151242564,0.5218830617418733,0.0669,0.0,492.0901601548016,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
28,85963.32193092235,568.5951654856264,25405.123938742858,36,51,3,0.573348399758668,0.3926547044115576,5,0,0,0,0,1,7163.610160910196,0.2955344601371053,843.813657335287,0.1177916774173375,poor,1,no_offer,0.12,0.0229,0,0.9271198511815856,0.90346777053592,0.0229,0.0,236.52768361021043,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
29,87381.97834787966,630.0461886207873,11388.101465856726,60,51,0,0.4804242644805278,0.3184753905955359,1,2,0,0,0,1,7281.831528989972,0.1303255165543266,253.322027287603,0.0347882296156269,fair,1,no_offer,0.12,0.0953,0,0.5268215088309206,0.4824185662348273,0.0953,0.0,235.6029673638505,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
30,87924.63009023649,716.1253253437335,17827.151058865722,36,54,5,0.3987787023904954,0.6026350900367425,0,0,1,116,3,0,7327.052507519707,0.2027549168005265,699.4099897311597,0.0954558451598243,good,0,high_apr,0.24,0.1444,0,0.2717911451576653,0.2986551064476214,0.1444,156.01237259516478,345.96454692037616,78.00618629758239,selected_positive_ev,high_risk,decline,risk_cap_exceeded
31,139249.42802611383,702.4421369448402,34718.34773500526,60,35,5,0.2733146535876022,0.3205852798899637,0,0,0,0,0,0,11604.119002176152,0.2493248857599983,881.617843597997,0.075974560701824,good,0,mid_apr,0.18,0.1253,0,0.1908473184328598,0.1798409586083157,0.1253,235.22262292459587,352.0555881868856,117.61131146229792,selected_positive_ev,medium_risk,approve_mid_apr,approved_profitable_balanced
32,62807.54950846153,721.9661893046033,33517.09105372455,60,31,20,0.5227519467754751,0.5863937840533806,1,0,1,12,4,0,5233.962459038461,0.5336474884866417,745.5691784946646,0.1424483236528956,good,1,no_offer,0.12,0.1133,1,0.3171384928003391,0.299650573713563,0.1133,0.0,512.063542502921,0.0,mixed_constraints,high_risk,decline,risk_cap_exceeded
33,59632.71812785388,718.568760016197,6856.043607343541,36,56,3,0.131053180504374,0.5335403697625126,0,2,0,0,0,0,4969.393177321156,0.114971173920482,268.9821482509853,0.0541277654230324,good,0,high_apr,0.24,0.132,0,0.2246138195694409,0.241145760925199,0.132,78.26819480684797,98.20636764617475,39.13409740342399,selected_positive_ev,high_risk,decline,risk_cap_exceeded
34,50586.81815256367,826.1399825406608,16340.303562677942,36,32,16,0.3024730992100444,0.5534346334070998,1,1,0,0,0,0,4215.568179380306,0.3230150493568219,542.7319049668208,0.1287446630546154,excellent,1,no_offer,0.12,0.1193,0,0.2066530793788575,0.1857392451425114,0.1193,0.0,162.93588882361337,0.0,mixed_constraints,medium_risk,approve,approved_default
35,93479.38267726486,627.6498820787162,39213.96756296967,36,64,8,0.1494483609005188,0.2480742061970273,0,1,1,119,2,0,7789.948556438739,0.4194932234194933,1417.6788658690994,0.1819882192309648,fair,0,mid_apr,0.18,0.1248,1,0.1661889135385246,0.1816859683462658,0.1248,260.5578355886892,400.1190899122239,130.27891779434458,selected_positive_ev,medium_risk,approve_mid_apr,approved_profitable_balanced
36,108869.16878162677,566.6403379595648,19328.22199305277,60,33,6,0.3393020820423939,0.162665366377706,1,2,0,0,0,1,9072.430731802231,0.1775362318752005,429.9456229666301,0.0473903450606815,poor,1,no_offer,0.12,0.0884,0,0.4286943174263726,0.387441903691543,0.0884,0.0,297.89504107117324,0.0,all_negative_value,high_risk,decline,low_acceptance_probability
37,71581.57627035375,606.4612902749933,22834.225145492583,36,37,4,0.6613157860053844,0.2061838934234205,1,0,0,0,0,1,5965.131355862813,0.3189958413172108,758.4230283187871,0.1271427204107132,fair,1,no_offer,0.12,0.0436,0,0.5721357833485904,0.5508214634512687,0.0436,0.0,246.7721453299816,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
38,49795.30569112416,630.7443714917886,31269.31916660077,36,40,13,0.303968621771902,0.4847923117004711,0,0,0,0,0,0,4149.60880759368,0.6279571684916166,1038.588854436403,0.2502859672664868,fair,0,no_offer,0.12,0.0588,0,0.3033878020804194,0.312859293897041,0.0588,0.0,258.85545766565,0.0,all_low_acceptance,high_risk,decline,low_acceptance_probability
39,50265.563529262814,611.7971144368162,7678.38293701578,36,24,14,0.4693256880757374,0.9620270404897155,1,3,0,0,0,1,4188.7969607719015,0.1527563285427595,255.0321897317522,0.0608843522517909,fair,1,no_offer,0.12,0.0816,0,0.7464609411153827,0.7085820291783305,0.0816,0.0,199.7848600403504,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
40,94517.78363474103,686.5562593351398,11603.02502570602,60,24,10,0.0632188218810354,0.5662024391081283,1,1,1,120,3,0,7876.481969561752,0.1227602317720709,333.7954274154863,0.0423787458237119,good,1,high_apr,0.24,0.1691,0,0.2041897211577093,0.2177844076136373,0.1691,190.31508489365777,192.28886381648536,95.15754244682888,selected_positive_ev,high_risk,manual_review,review_flag_triggered
41,97297.62513610328,767.6858433889915,17763.009167833592,60,53,19,0.4494850229457649,0.3365063132581316,2,2,1,80,2,0,8108.135428008606,0.1825636457498682,451.0636841904576,0.0556310002638436,excellent,1,mid_apr,0.18,0.1284,0,0.2862778759483319,0.2701856260142927,0.1284,30.59988344994045,277.304117465287,15.299941724970225,selected_positive_ev,high_risk,manual_review,review_flag_triggered
42,91294.62804915584,787.776135107894,33046.2361985525,36,21,18,0.090229597294221,0.5947998296349969,1,2,1,117,2,0,7607.885670762987,0.3619735016653709,1296.4981136898307,0.1704150364012228,excellent,1,high_apr,0.24,0.101,0,0.1369283716416989,0.1825321307420046,0.101,376.6912261880042,274.1543957424872,188.3456130940021,selected_positive_ev,medium_risk,manual_review,review_flag_triggered
43,55034.70878133917,715.3015951292623,31197.653482522976,60,72,16,0.1508978683772598,0.4826932439918337,1,1,1,107,3,0,4586.225731778264,0.5668723278959988,792.2153496045474,0.172737975791836,good,1,mid_apr,0.18,0.114,0,0.1887903778626455,0.2019748718106045,0.114,156.88329926801524,323.24858782801334,78.44164963400762,selected_positive_ev,high_risk,manual_review,review_flag_triggered
44,81964.8396920016,829.8890550817811,28197.66367187097,36,41,11,0.5079624226670151,0.7581606789961204,0,3,0,0,0,1,6830.403307666799,0.3440214581945748,936.5659371961008,0.1371172235185195,excellent,1,no_offer,0.12,0.1042,0,0.3176408992351978,0.2988202051148277,0.1042,0.0,395.0966237021676,0.0,mixed_constraints,high_risk,decline,risk_cap_exceeded
45,78500.57427422184,655.0538860403507,19608.40051329231,36,30,10,0.2270813988183362,0.2787574186333322,1,1,0,0,0,0,6541.71452285182,0.2497867142289373,651.2794895829605,0.0995579197484578,fair,1,no_offer,0.12,0.0973,0,0.28599767038712,0.2577871503242344,0.0973,0.0,221.32414174895808,0.0,all_low_acceptance,high_risk,decline,low_acceptance_probability
46,81560.65790187039,565.7236670598302,32295.69737679694,36,47,13,0.1600896966636081,0.7173774472139216,0,3,0,0,0,1,6796.721491822533,0.3959715162579671,1072.679298295018,0.1578230473953931,poor,1,no_offer,0.12,0.0716,0,0.4542373624941827,0.440593124343031,0.0716,0.0,458.46682840877736,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
47,101142.86333844568,753.7224647521718,19473.54769161689,60,21,12,0.4033640648821072,0.1567590600064101,1,0,1,38,3,0,8428.571944870473,0.192535064251263,560.2143544996442,0.0664661057765684,excellent,1,high_apr,0.24,0.1071,0,0.1391177638507266,0.1587342902948687,0.1071,257.7187893370641,148.97651742850877,128.85939466853208,selected_positive_ev,medium_risk,approve_high_apr,approved_high_margin
48,81707.86646324047,551.2983925775657,26779.68012372408,60,38,3,0.7441433246354988,0.9131596968403124,2,2,0,0,0,1,6808.988871936705,0.3277491052277596,595.6991935305838,0.087487173888369,poor,1,no_offer,0.12,0.0348,0,0.9304190693752924,0.8991908628473847,0.0348,0.0,377.093483985397,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
49,95367.40689215684,627.1497884110137,30120.38975394605,36,40,13,0.2218109810825472,0.3986578560586863,0,0,1,92,1,0,7947.283907679736,0.3158352600243276,1088.9242440806397,0.1370184149192601,fair,0,mid_apr,0.18,0.1309,1,0.2045823775935391,0.2088369813233541,0.1309,161.745216330423,370.5272512064345,80.8726081652115,selected_positive_ev,high_risk,approve_mid_apr,approved_profitable_balanced
50,77027.37208466674,716.4078562695958,37968.20067510646,36,27,5,0.3241481625629388,0.9055509812139736,1,1,0,0,0,0,6418.9476737222285,0.4929182918622715,1261.0875802594908,0.1964632902719623,good,1,no_offer,0.12,0.0595,0,0.5418926682364308,0.5379084908044214,0.0595,0.0,546.8370041972263,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
51,83673.58196069952,672.8332963965853,20436.754154181734,36,34,15,0.2116031699542024,0.428590530144581,0,2,0,0,0,0,6972.79849672496,0.2442438064087705,738.8376196522731,0.1059599843439239,good,0,mid_apr,0.18,0.1115,0,0.2121597652117452,0.2086497612977262,0.1115,93.67182642900904,213.95241547681147,46.83591321450452,selected_positive_ev,high_risk,approve_mid_apr,approved_profitable_balanced
52,93938.64677515622,666.6333065989946,17373.897790535826,36,60,0,0.4141686755350584,0.1916976127500819,0,3,1,9,3,0,7828.220564596351,0.1849494152490359,681.6275710653026,0.0870731177479765,fair,0,high_apr,0.24,0.114,0,0.2399764582966205,0.2647447377336147,0.114,150.2598047671538,235.9619431164576,75.1299023835769,selected_positive_ev,high_risk,decline,risk_cap_exceeded
53,31285.325404330004,597.3446977025995,33950.75362788366,36,44,1,0.2299042742843944,0.3462903297541675,1,0,1,46,4,0,2607.110450360833,1.085197394881485,1127.6508493763088,0.4325289896282334,fair,1,no_offer,0.12,0.0274,0,0.3222727928847448,0.3773050402918031,0.0274,0.0,157.9447164396856,0.0,all_negative_value,high_risk,decline,low_acceptance_probability
54,65409.86350928096,679.2438327396665,34718.52578682512,36,47,12,0.1935631859624122,0.3146655564471872,1,0,1,48,4,0,5450.821959106747,0.5307842567408529,1153.151871729072,0.2115555929305181,good,1,no_offer,0.12,0.1112,0,0.1805062379772705,0.1802951362099,0.1112,0.0,313.2294500405577,0.0,mixed_constraints,medium_risk,approve,approved_default
55,60888.82037121613,750.2563742116454,15566.255076096842,36,33,16,0.4885714452579915,0.556066611028164,0,2,0,0,0,0,5074.068364268011,0.2556504622842028,517.0224187233476,0.1018950438788655,excellent,1,no_offer,0.12,0.1068,0,0.2875383142562229,0.2599120752259393,0.1068,0.0,194.44391915520228,0.0,mixed_constraints,high_risk,decline,risk_cap_exceeded
56,55833.66455269975,681.3977541575214,9949.66268135735,36,26,11,0.1136881292050409,0.8671341391907446,0,1,0,0,0,0,4652.805379391646,0.1782018565481754,330.4711788319665,0.0710262200574031,good,1,no_offer,0.12,0.1617,0,0.3157147712530405,0.2803713262673913,0.1617,0.0,202.98525286898595,0.0,mixed_constraints,high_risk,decline,risk_cap_exceeded
57,66745.73246319949,621.8841884251258,33190.34466166112,36,39,3,0.0215744063635915,0.7670264583153699,2,3,0,0,0,1,5562.14437193329,0.4972654196201005,1102.3943903877232,0.1981959324450898,fair,1,no_offer,0.12,0.0568,0,0.6015833317979162,0.5980323149091886,0.0568,0.0,507.33784951053815,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
58,119848.23933703188,592.6723077581869,4582.726264046256,36,21,6,0.2087816697451325,0.2756411968603134,2,2,0,0,0,1,9987.35327808599,0.0382377437445758,152.2120899215223,0.0152404832059222,fair,1,no_offer,0.12,0.1133,0,0.490690738943866,0.4414008597453465,0.1133,0.0,103.13344266961356,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
59,49025.066529202704,623.3283791931095,4071.985714583481,36,29,9,0.5144768294384517,0.5518196819364479,0,2,0,0,0,0,4085.422210766892,0.0830592593296098,135.24819507767987,0.0331050716589673,fair,1,no_offer,0.12,0.1085,0,0.5005516401781862,0.455727908092928,0.1085,0.0,90.6054084750684,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
60,104048.35063774444,707.463362669005,18317.0488519129,36,27,4,0.3142724336116732,0.266271918176263,2,1,1,31,4,1,8670.695886478703,0.1760436252902233,662.2051951450698,0.0763727852687529,good,1,mid_apr,0.18,0.126,1,0.3010743833564432,0.2901675796736315,0.126,10.211722359650889,301.36127861138755,5.105861179825443,selected_positive_ev,high_risk,manual_review,review_flag_triggered
61,24513.90685152585,704.0521583651797,21024.397157291543,60,21,20,0.4057369181218692,0.3061051890571795,1,2,0,0,0,0,2042.8255709604875,0.857651833458168,467.676102671969,0.2289358959919143,good,1,no_offer,0.12,0.0457,0,0.2736309631435845,0.277764937141563,0.0457,0.0,120.09631689716824,0.0,all_low_acceptance,high_risk,decline,low_acceptance_probability
62,64953.44910042676,623.9645029583032,9400.478337228007,36,50,9,0.6562301472970818,0.827270817686245,2,4,0,0,0,0,5412.787425035564,0.1447263920126686,312.230399881687,0.0576838466590901,fair,1,no_offer,0.12,0.0575,0,0.8675147235745474,0.8288356852393199,0.0575,0.0,201.60381802153103,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
63,79882.59195315017,525.2468404612559,22218.6433837718,36,40,18,0.3393387931531977,0.4194851431516694,0,2,1,78,1,1,6656.882662762514,0.2781412425441144,737.9769049698523,0.1108592328038335,poor,1,no_offer,0.12,0.1063,0,0.3818111777631386,0.356425985964097,0.1063,0.0,378.81980518323576,0.0,mixed_constraints,high_risk,decline,risk_cap_exceeded
64,92586.66994077836,709.4008934570516,22664.7008863648,36,35,2,0.3465529094879778,0.4274645255518218,1,0,0,0,0,1,7715.555828398196,0.2447944277574421,752.7923970553229,0.0975681355563517,good,1,no_offer,0.12,0.0973,0,0.3652485729363063,0.3365406068253942,0.0973,0.0,333.9741240309736,0.0,all_low_acceptance,high_risk,decline,low_acceptance_probability
65,96336.79739378564,617.1604820717324,15196.121059457208,36,50,9,0.1600038921660413,0.5010039964211372,0,1,0,0,0,0,8028.066449482137,0.1577395291353096,504.7286728224037,0.0628705150780224,fair,1,no_offer,0.12,0.1354,0,0.2961814603051022,0.2587990890746078,0.1354,0.0,239.6219875868185,0.0,mixed_constraints,high_risk,decline,risk_cap_exceeded
66,98800.41705599776,728.2343735310699,40334.64179167857,60,22,17,0.2234241563277604,0.8255273346677141,1,1,0,0,0,0,8233.368087999814,0.4082436389758314,897.2218292242463,0.1089738512265689,good,1,no_offer,0.12,0.107,0,0.3687342922309012,0.3428777550375434,0.107,0.0,665.907346247329,0.0,mixed_constraints,high_risk,decline,risk_cap_exceeded
67,64538.24783254687,627.0723250510575,24297.612100073045,36,26,5,0.5142336015900105,0.1800880632664586,0,0,1,107,2,1,5378.187319378906,0.3764839132717078,807.0284160043075,0.1500558399939573,fair,1,no_offer,0.12,0.1026,0,0.2754512804564535,0.2598652404549428,0.1026,0.0,291.5222191177021,0.0,mixed_constraints,high_risk,decline,risk_cap_exceeded
68,61129.446220062986,610.8469682431135,31284.890365217845,36,55,17,0.7297838232432449,0.7374902479056755,0,3,1,22,4,1,5094.120518338582,0.5117810204280602,1039.106041051428,0.2039814403893108,fair,1,no_offer,0.12,0.0587,0,0.5994562163054795,0.5973515764028072,0.0587,0.0,493.6455956181084,0.0,all_negative_value,outside_risk_appetite,decline,risk_too_high
69,100739.2764377146,690.7220335081709,5437.870113306773,36,69,15,0.4362963293026441,0.6524010335408319,0,0,1,11,3,0,8394.939703142883,0.0539796423554316,213.34315660133643,0.0254133042189751,good,0,high_apr,0.24,0.1625,0,0.2900514481140213,0.2994047741687651,0.1625,53.25592173519468,119.05658748021372,26.627960867597334,selected_positive_ev,high_risk,decline,risk_cap_exceeded
70,69260.87025355155,845.0389461018458,5351.581875494541,36,50,12,0.3306307472659841,0.2947607927240072,1,1,1,66,1,0,5771.739187795963,0.0772670319594036,209.95782288632537,0.0363768729006142,excellent,1,high_apr,0.24,0.156,0,0.1258851653006081,0.1379793835257616,0.156,110.95888129414392,51.836239358400015,55.47944064707196,selected_positive_ev,medium_risk,approve_high_apr,approved_high_margin
71,36729.41029986234,732.4320993781602,24600.626106489264,60,48,0,0.2361207581542371,0.4678739793190994,0,2,1,11,4,0,3060.784191655195,0.6697800456086191,624.6942136965828,0.2040961317023359,good,0,mid_apr,0.18,0.1354,0,0.1680587610223652,0.1890827939479491,0.1354,166.25559131659836,283.41925328391886,83.12779565829918,selected_positive_ev,medium_risk,approve_mid_apr,approved_profitable_balanced
72,41001.38357989558,689.5353509444096,38548.576894202735,60,35,18,0.2531797135620519,0.9282357404887728,0,1,0,0,0,1,3416.781964991298,0.940177465429832,857.4918020505055,0.2509647412639995,good,1,no_offer,0.12,0.0539,0,0.3679864317467275,0.3776276170627274,0.0539,0.0,353.0802104538081,0.0,all_low_acceptance,high_risk,decline,low_acceptance_probability
